sequence.identifier,background.identifier,vehicle1.identifier,vehicle1.trajectory,vehicle1.appearance_change,vehicle1.shadowed,vehicle1.dust,vehicle2.identifier,vehicle2.trajectory,vehicle2.appearance_change,vehicle2.shadowed,vehicle2.dust,vehicle3.identifier,vehicle3.trajectory,vehicle3.appearance_change,vehicle3.shadowed,vehicle3.dust,vehicle4.identifier,vehicle4.trajectory,vehicle4.appearance_change,vehicle4.shadowed,vehicle4.dust,vehicle5.identifier,vehicle5.trajectory,vehicle5.appearance_change,vehicle5.shadowed,vehicle5.dust,man1.identifier,man1.trajectory,man1.appearance_change,man1.shadowed,man2.identifier,man2.trajectory,man2.appearance_change,man2.shadowed,man3.identifier,man3.trajectory,man3.appearance_change,man3.shadowed,man4.identifier,man4.trajectory,man4.appearance_change,man4.shadowed,man5.identifier,man5.trajectory,man5.appearance_change,man5.shadowed,distractors.butterfly_level,distractors.bird_level,distractors.far_moving_vegetation,distractors.close_moving_vegetation,distractors.light_reflexion,distractors.blinking_light,occultants.solid_level,occultants.semi_transparent_level,camera.vibration,camera.focal_change,camera.pan_motion,camera.tilt_motion,camera.altitude,capture.illumination_level,capture.global_light_change_level,capture.local_light_change_level,capture.heat_haze_level,capture.humidity_level,capture.fog_level,signal_quality.picture_width,signal_quality.picture_height,signal_quality.force_balance,signal_quality.luminance_mean,signal_quality.luminance_dev,signal_quality.chrominance_U_mean,signal_quality.chrominance_U_dev,signal_quality.chrominance_V_mean,signal_quality.chrominance_V_dev,signal_quality.blur_level,signal_quality.static_noise_level,signal_quality.dynamic_noise_level,signal_quality.frame_instability,signal_quality.line_instability,signal_quality.compression_artefact_level,label_(0_if_usable_and_1_if_not)
306,0,3,1,0,0,0,8,4,0,0,0,11,7,0,0,0,4,5,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127793,0.0360433,0.211382,0.382029,0,0,0.150129,0.400186,0,0,0,0,1.2,0.999884,0.690381,0.539659,0.0778637,0,0,1280,720,0,134.652,57.4587,115.11,2.24251,114.482,24.3922,0,0,0,0,0,0,0
307,0,1,0,0,0,0,0,0,0,0,0,8,6,0,0,0,14,7,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.699804,0.0232654,0.309489,0.984296,0,0,0.621541,0.819831,0,0,0,0,1.2,0.426455,0.141362,0.208532,0,0,0,1280,720,0,149.01,0.211136,122.092,21.5306,126.287,18.2313,0,0,0,0,0,0,0
308,0,7,3,0,0,0,9,5,0,0,0,11,0,0,0,0,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109928,0.0872182,0.221421,0.998438,0,0,0.302228,0.651021,0,0,0,0,1.2,0.936639,0.031409,0.0160109,0.376645,0,0,1280,720,0,146.615,67.838,113.281,26.345,142.303,17.2816,0,0,0,0,0,0,0
309,0,11,3,0,0,0,4,4,0,0,0,11,5,0,0,0,3,7,0,0,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800711,0.0556392,0.975426,0.71209,0,0,0.285195,0.969345,0,0,0,0,1.2,0.75195,0.0141335,0.4637,0,0,0,1280,720,0,127.716,41.3715,128.225,31.4454,136.726,28.2425,0,0.303642,0,0,0,0,0
310,0,11,0,0,0,0,6,1,0,0,0,14,4,0,0,0,7,3,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653779,0.00243738,0.0857934,0.607638,0,0,0.182922,0.910325,0,0,0,0,1.2,0.888462,0.182805,0.176967,0,0,0,1280,720,0,157.129,14.4861,134.005,1.2654,142.091,26.0318,0,0,0,0,0,0,0
311,0,15,6,0,0,0,5,4,0,0,0,7,7,0,0,0,6,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487163,0.0489857,0.8303,0.341046,0,0,0.110503,0.270237,0,0,0,0,1.2,0.710745,0.115152,0.0622979,0,0,0,1280,720,0,107.734,86.5426,141.076,18.3552,143.63,25.0217,0,0,0,0,0,0,0
312,0,6,0,0,0,0,14,0,0,0,0,14,3,0,0,0,6,6,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303506,0.0560614,0.161521,0.00578933,0,0,0.983167,0.669481,0,0,0,0,1.2,0.387468,0.321521,0.0312826,0,0,0,1280,720,0,92.7698,68.0663,141.633,19.2432,113.136,13.944,0,0,0,0.258937,0,0,0
313,0,10,0,0,0,0,6,3,0,0,0,1,4,0,0,0,13,1,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326543,0.189423,0.812453,0.00225595,0,0,0.304897,0.00497384,0,0,0,0,1.2,0.641649,0.305498,0.526637,0,0,0,1280,720,0,145.756,85.0406,140.539,14.8738,132.297,24.346,0,0,0,0,0,0,0
314,0,11,4,0,0,0,8,1,0,0,0,13,7,0,0,0,5,4,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268176,0.0302215,0.442643,0.154652,0,0,0.556907,0.810935,0,0,0,0,1.2,0.326798,0.397942,0.624856,0,0,0,1280,720,0,152.628,15.866,139.425,4.9965,124.445,28.9856,0,0,0,0,0,0,0
315,0,9,1,0,0,0,8,7,0,0,0,11,7,0,0,0,1,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110498,0.0477589,0.5841,0.372685,0,0,0.889202,0.225134,0,0,0,0,1.2,0.828569,0.234628,0.0623913,0,0,0,1280,720,0,152.96,3.24414,119.659,30.7157,112.207,13.7703,0,0,0.770088,0,0,0,1
316,0,2,6,0,0,0,1,1,0,0,0,13,4,0,0,0,12,2,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141618,0.0397747,0.177268,0.748933,0,0,0.30793,0.202192,0,0,0,0,1.2,0.40649,0.132438,0.11677,0,0,0,1280,720,0,94.0078,10.4294,133.158,30.6987,133.226,12.2651,0,0,0,0,0,0,0
317,0,12,1,0,0,0,2,2,0,0,0,13,7,0,0,0,2,1,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.412778,0.0697707,0.444748,0.625138,0,0,0.0787734,0.770895,0,0,0,0,1.2,0.217713,0.563839,0.168153,0,0,0,1280,720,0,85.2069,67.1763,135.069,1.71529,128.429,23.7805,0,0,0,0,0,0,0
318,0,9,5,0,0,0,13,4,0,0,0,13,2,0,0,0,5,3,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621212,0.215973,0.976694,0.796439,0,0,0.767714,0.638239,0,0,0,0,1.2,0.954901,0.136227,0.296216,0.393116,0,0,1280,720,0,119.036,44.4656,124.793,0.716076,132.811,1.14497,0,0.845618,0,0,0,0,0
319,0,13,3,0,0,0,5,4,0,0,0,15,5,0,0,0,14,4,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305491,0.00526479,0.555732,0.747528,0,0,0.448732,0.777747,0,0,0,0,1.2,0.825859,0.112853,0.587536,0,0,0,1280,720,0,99.7369,72.9952,130.393,2.13348,112.642,24.6888,0,0,0.262621,0,0,0,1
320,0,11,1,0,0,0,7,5,0,0,0,2,4,0,0,0,0,6,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360991,0.228261,0.773395,0.225925,0,0,0.297663,0.214088,0,0,0,0,1.2,0.808055,0.174332,0.0119509,0,0,0,1280,720,0,137.377,17.125,125.357,30.9658,132.434,6.79076,0,0,0,0.541204,0,0,0
321,0,6,5,0,0,0,11,6,0,0,0,11,5,0,0,0,6,6,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123722,0.034172,0.326235,0.398219,0,0,0.327128,0.0634439,0,0,0,0,1.2,0.521015,0.472317,0.0708075,0,0,0,1280,720,0,95.4841,37.7015,135.107,1.4277,123.569,22.0541,0,0,0,0,0,0,0
322,0,6,7,0,0,0,2,5,0,0,0,1,6,0,0,0,11,6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219617,0.0346021,0.851653,0.897829,0,0,0.858788,0.329611,0,0,0,0,1.2,0.715104,0.156225,0.338268,0,0,0,1280,720,0,165.624,21.3385,138.671,29.1773,115.616,6.66461,0,0,0,0,0,0,0
323,0,10,4,0,0,0,4,6,0,0,0,2,1,0,0,0,14,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126416,0.00778885,0.974024,0.815303,0,0,0.591109,0.0181656,0,0,0,0,1.2,0.674335,0.0726928,0.0130908,0,0,0,1280,720,0,89.5313,24.0652,117.319,11.3468,133.007,29.686,0,0,0,0,0,0,0
324,0,13,0,0,0,0,9,4,0,0,0,13,0,0,0,0,2,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283125,0.00533256,0.198724,0.391154,0,0,0.744127,0.630486,0,0,0,0,1.2,0.562317,0.32662,0.239252,0,0,0,1280,720,0,144.48,1.17425,130.426,2.88908,126.373,22.2378,0,0,0.69765,0.746385,0,0,1
325,0,9,6,0,0,0,6,4,0,0,0,0,0,0,0,0,12,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104297,0.0939812,0.906184,0.501881,0,0,0.957694,0.656592,0,0,0,0,1.2,0.703548,0.178025,0.228429,0,0,0,1280,720,0,143.23,59.3664,125.344,11.2131,115.614,20.3973,0,0,0,0,0,0,0
326,0,3,0,0,0,0,5,2,0,0,0,14,4,0,0,0,1,4,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536878,0.134648,0.0130246,0.911754,0,0,0.987867,0.517903,0,0,0,0,1.2,0.92831,0.150608,0.506086,0.0651229,0,0,1280,720,0,142.137,27.081,113.143,26.7174,135.667,20.3582,0,0,0,0,0,0,0
327,0,12,7,0,0,0,1,0,0,0,0,7,2,0,0,0,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224883,0.0387669,0.949132,0.967538,0,0,0.216224,0.711265,0,0,0,0,1.2,0.765425,0.0256612,0.402101,0,0,0,1280,720,0,92.4292,56.3092,120.223,4.16799,133.319,11.5954,0.278217,0,0,0,0,0,0
328,0,12,4,0,0,0,3,1,0,0,0,12,7,0,0,0,3,2,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673861,0.02845,0.453008,0.902017,0,0,0.910216,0.153352,0,0,0,0,1.2,0.913961,0.400946,0.0742375,0.184055,0,0,1280,720,0,161.978,73.7507,115.672,2.25409,113.13,5.76857,0,0,0,0,0,0,0
329,0,11,5,0,0,0,13,7,0,0,0,8,0,0,0,0,12,4,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886482,0.150004,0.680177,0.512059,0,0,0.593334,0.272663,0,0,0,0,1.2,0.0951808,0.0111898,0.2365,0,0,0,1280,720,0,89.4806,12.3942,114.646,7.02754,121.437,29.203,0,0,0,0,0,0,0
330,0,12,7,0,0,0,0,6,0,0,0,8,5,0,0,0,13,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106264,0.0992255,0.752263,0.954099,0,0,0.0528209,0.950688,0,0,0,0,1.2,0.863021,0.0325112,0.367951,0,0,0,1280,720,0,156.57,7.93108,123.905,25.4321,112.96,7.45994,0.809498,0,0,0,0,0,0
331,0,13,6,0,0,0,10,0,0,0,0,6,2,0,0,0,4,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465417,0.120991,0.745385,0.322777,0,0,0.608319,0.200914,0,0,0,0,1.2,0.921891,0.374301,0.48335,0.237614,0,0,1280,720,0,148.909,82.349,130.004,3.23865,125.4,6.44439,0,0,0.660138,0,0,0,1
332,0,11,2,0,0,0,5,0,0,0,0,8,6,0,0,0,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557134,0.0574024,0.932689,0.158283,0,0,0.608268,0.424159,0,0,0,0,1.2,0.742649,0.0578383,0.129838,0,0,0,1280,720,0,156.573,48.3419,141.876,14.882,130.031,11.0211,0,0,0.833055,0,0,0,1
333,0,5,7,0,0,0,14,7,0,0,0,3,2,0,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172992,0.0251905,0.572065,0.604071,0,0,0.967704,0.605801,0,0,0,0,1.2,0.886496,0.777278,0.529376,0,0,0,1280,720,0,121.098,67.393,122.708,4.15466,121.148,3.14868,0,0,0.783535,0,0,0,1
334,0,0,3,0,0,0,7,7,0,0,0,13,5,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592825,0.18634,0.836747,0.86253,0,0,0.117055,0.247034,0,0,0,0,1.2,0.700823,0.061936,0.0721289,0,0,0,1280,720,0,149.922,73.6329,127.66,1.25107,127.813,15.2157,0,0,0.709178,0,0,0,1
335,0,3,1,0,0,0,15,3,0,0,0,1,4,0,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0684641,0.128979,0.380842,0.357847,0,0,0.381002,0.893652,0,0,0,0,1.2,0.961376,0.00251659,0.1821,0.371969,0,0,1280,720,0,175.662,93.6834,137.522,27.01,138.871,14.2641,0,0,0,0,0,0,0
336,0,1,5,0,0,0,7,3,0,0,0,2,6,0,0,0,7,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592702,0.340089,0.516,0.372779,0,0,0.21695,0.541721,0,0,0,0,1.2,0.715359,0.324868,0.0262631,0,0,0,1280,720,1,170.59,70.2551,133.873,7.43192,132.089,7.59513,0,0,0,0,0,0,0
337,0,8,2,0,0,0,1,5,0,0,0,2,3,0,0,0,3,7,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145281,0.136603,0.522168,0.964155,0,0,0.687723,0.171017,0,0,0,0,1.2,0.813833,0.0389936,0.114916,0,0,0,1280,720,0,144.198,58.0701,117.878,6.57141,133.648,12.782,0,0,0,0,0,0,0
338,0,5,3,0,0,0,2,1,0,0,0,3,5,0,0,0,15,1,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237962,0.343771,0.719849,0.240277,0,0,0.848521,0.537972,0,0,0,0,1.2,0.334108,0.0630343,0.259898,0,0,0,1280,720,0,150.517,93.4887,128.487,12.5909,140.69,23.7491,0,0,0,0,0,0,0
339,0,12,6,0,0,0,4,4,0,0,0,6,0,0,0,0,14,7,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565066,0.00204943,0.285262,0.609244,0,0,0.688687,0.196927,0,0,0,0,1.2,0.326345,0.629845,0.736667,0,0,0,1280,720,0,159.531,38.8593,136.386,23.4213,130.875,11.4341,0,0,0,0,0,0,0
340,0,2,3,0,0,0,8,3,0,0,0,4,1,0,0,0,9,6,0,0,0,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378258,0.0797614,0.192608,0.581957,0,0,0.893803,0.247632,0,0,0,0,1.2,0.958501,0.29375,0.0684498,0.0331908,0,0,1280,720,0,175.125,47.4999,139.45,24.1704,127.26,22.6749,0,0,0,0,0,0,0
341,0,14,1,0,0,0,15,0,0,0,0,11,7,0,0,0,5,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106204,0.0245655,0.143239,0.499098,0,0,0.804755,0.00147662,0,0,0,0,1.2,0.495506,0.0728907,0.516825,0,0,0,1280,720,0,87.9018,65.8653,127.095,15.4061,113.784,4.10689,0,0,0,0,0,0,0
342,0,2,2,0,0,0,6,0,0,0,0,12,3,0,0,0,15,6,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30001,0.497876,0.433255,0.355306,0,0,0.697582,0.988203,0,0,0,0,1.2,0.516353,0.512855,0.350767,0,0,0,1280,720,0,113.699,27.515,127.313,14.5086,129.123,11.1921,0,0,0,0,0,0,0
343,0,7,3,0,0,0,10,6,0,0,0,15,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179339,0.362334,0.260715,0.381737,0,0,0.11669,0.650517,0,0,0,0,1.2,0.638206,0.00365725,0.448774,0,0,0,1280,720,0,127.826,35.5944,136.006,6.38116,122.813,8.96998,0,0.714332,0,0,0,0,0
344,0,5,0,0,0,0,1,6,0,0,0,4,3,0,0,0,1,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184743,0.213199,0.294711,0.766903,0,0,0.221271,0.60572,0,0,0,0,1.2,0.850725,0.239553,0.313429,0,0,0,1280,720,0,88.0301,12.0856,121.269,2.84553,124.993,8.87375,0,0,0,0,0,0,0
345,0,6,0,0,0,0,14,7,0,0,0,2,4,0,0,0,5,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933947,0.067773,0.763044,0.995307,0,0,0.332087,0.843158,0,0,0,0,1.2,0.274957,0.164982,0.05119,0,0,0,1280,720,0,97.8084,59.8477,139.079,11.4055,132.992,15.432,0.742307,0,0,0,0,0,0
346,0,15,4,0,0,0,2,0,0,0,0,14,0,0,0,0,2,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526191,0.0108681,0.287133,0.612003,0,0,0.641122,0.37946,0,0,0,0,1.2,0.835343,0.747674,0.0366519,0,0,0,1280,720,0,93.1904,2.5676,117.375,26.4004,121.333,20.099,0,0.30749,0,0,0,0,0
347,0,7,6,0,0,0,4,3,0,0,0,3,6,0,0,0,2,2,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350006,0.188215,0.748259,0.76816,0,0,0.935196,0.00615545,0,0,0,0,1.2,0.63951,0.0175585,0.796248,0,0,0,1280,720,0,113.515,17.5598,136.802,25.0633,123.545,14.3512,0,0,0,0,0,0,0
348,0,6,6,0,0,0,4,6,0,0,0,1,6,0,0,0,7,1,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81276,0.0176483,0.344848,0.858767,0,0,0.491246,0.119209,0,0,0,0,1.2,0.985592,0.846209,0.073033,0.396422,0,0,1280,720,0,89.8162,38.5547,112.852,10.7704,132.148,18.6864,0,0,0,0,0,0,0
349,0,14,4,0,0,0,3,3,0,0,0,11,4,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129166,0.0601417,0.327811,0.809973,0,0,0.886711,0.388446,0,0,0,0,1.2,0.483989,0.00602652,0.125873,0,0,0,1280,720,0,105.125,6.50834,119.515,11.4246,119.744,1.95032,0,0,0,0,0,0,0
350,0,15,0,0,0,0,10,2,0,0,0,6,1,0,0,0,14,4,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145512,0.132554,0.669345,0.439328,0,0,0.845463,0.41705,0,0,0,0,1.2,0.829513,0.0979089,0.267357,0,0,0,1280,720,0,171.702,39.3535,128.89,18.9749,117.617,5.18251,0,0,0,0,0,0,0
351,0,11,1,0,0,0,4,7,0,0,0,4,0,0,0,0,13,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493507,0.0256271,0.124688,0.807461,0,0,0.347646,0.873022,0,0,0,0,1.2,0.796322,0.375406,0.25305,0,0,0,1280,720,0,147.688,4.68351,120.282,6.45633,129.873,1.42853,0,0,0,0,0,0,0
352,0,13,2,0,0,0,0,5,0,0,0,0,7,0,0,0,10,5,0,0,0,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355255,0.286101,0.038217,0.168755,0,0,0.252362,0.227587,0,0,0,0,1.2,0.458369,0.0471007,0.140246,0,0,0,1280,720,0,135.665,76.1185,121.402,21.1896,128.643,2.76162,0,0.425681,0,0,0,0,0
353,0,5,7,0,0,0,9,2,0,0,0,5,0,0,0,0,9,5,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815115,0.00854248,0.534929,0.2996,0,0,0.933306,0.676759,0,0,0,0,1.2,0.960979,0.0142517,0.540864,0.0105106,0,0,1280,720,0,87.7764,66.4799,135.128,1.44446,139.934,25.5229,0.630369,0,0,0,0,0,0
354,0,8,4,0,0,0,10,1,0,0,0,11,7,0,0,0,7,6,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129798,0.124377,0.93644,0.115031,0,0,0.962093,0.240793,0,0,0,0,1.2,0.777392,0.00151023,0.0140126,0,0,0,1280,720,0,81.9351,78.6067,125.68,11.8142,137.912,5.58806,0.20369,0,0,0,0,0,0
355,0,1,5,0,0,0,8,4,0,0,0,8,7,0,0,0,4,7,0,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165136,0.639723,0.508881,0.779177,0,0,0.172699,0.597988,0,0,0,0,1.2,0.644615,0.413885,0.188047,0,0,0,1280,720,0,98.6686,74.9275,112.363,26.9762,140.728,1.18299,0,0,0,0,0,0,0
356,0,4,1,0,0,0,1,0,0,0,0,4,1,0,0,0,15,3,0,0,0,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118147,0.0286011,0.755657,0.671118,0,0,0.962704,0.461704,0,0,0,0,1.2,0.962025,0.341085,0.0897141,0.120039,0,0,1280,720,0,127.951,9.5966,114.851,11.9644,137.881,19.0559,0,0,0,0,0,0,0
357,0,4,3,0,0,0,14,0,0,0,0,4,5,0,0,0,8,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315206,0.0380216,0.783662,0.398842,0,0,0.536744,0.431359,0,0,0,0,1.2,0.878192,0.517765,0.333201,0,0,0,1280,720,0,149.997,2.91183,118.148,26.2405,129.001,21.2581,0,0,0,0,0,0,0
358,0,0,4,0,0,0,13,1,0,0,0,0,7,0,0,0,6,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600493,0.166349,0.79081,0.0856381,0,0,0.859453,0.707419,0,0,0,0,1.2,0.902962,0.0901091,0.570897,0.0758017,0,0,1280,720,0,170.705,9.08599,138.297,14.566,127.013,29.2156,0,0,0,0,0,0,0
359,0,14,1,0,0,0,5,5,0,0,0,13,7,0,0,0,8,7,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120053,0.0107592,0.400343,0.713668,0,0,0.917936,0.640063,0,0,0,0,1.2,0.174307,0.480587,0.663932,0,0,0,1280,720,0,155.358,50.6196,140.824,18.9776,119.502,5.27036,0,0,0,0,0,0,0
360,0,3,6,0,0,0,5,5,0,0,0,2,6,0,0,0,13,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.567202,0.00878932,0.888383,0.319605,0,0,0.743792,0.204193,0,0,0,0,1.2,0.562782,0.395108,0.0214886,0,0,0,1280,720,0,167.447,9.69812,134.89,24.2955,135.614,17.2333,0,0,0,0,0,0,0
361,0,11,0,0,0,0,2,5,0,0,0,13,3,0,0,0,9,3,0,0,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0779424,0.0549862,0.0818945,0.275319,0,0,0.425793,0.222189,0,0,0,0,1.2,0.29727,0.443446,0.211088,0,0,0,1280,720,0,91.7598,87.4844,112.301,5.1724,143.022,12.9128,0,0,0,0,0,0,0
362,0,8,7,0,0,0,1,4,0,0,0,11,2,0,0,0,3,5,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.550291,0.100139,0.214586,0.566634,0,0,0.270774,0.994229,0,0,0,0,1.2,0.965028,0.425596,0.576887,0.241233,0,0,1280,720,0,98.8088,23.6409,138.395,21.2862,137.458,19.5003,0,0,0,0,0,0.64565,0
363,0,3,6,0,0,0,10,3,0,0,0,3,7,0,0,0,10,7,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832236,0.00800159,0.399906,0.522437,0,0,0.774177,0.618709,0,0,0,0,1.2,0.692535,0.117875,0.266337,0,0,0,1280,720,0,121.632,23.4473,118.888,12.9698,134.877,24.9966,0,0,0,0,0,0,0
364,0,15,1,0,0,0,12,7,0,0,0,7,0,0,0,0,8,3,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0635954,0.119688,0.0734907,0.961339,0,0,0.575217,0.0327303,0,0,0,0,1.2,0.661627,0.0235839,0.436111,0,0,0,1280,720,0,133.288,15.7192,139.98,21.2024,126.964,10.4359,0.195865,0,0,0,0,0,0
365,0,6,0,0,0,0,4,7,0,0,0,6,5,0,0,0,12,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11764,0.0143273,0.278284,0.129795,0,0,0.014146,0.823783,0,0,0,0,1.2,0.62703,0.390321,0.0144342,0,0,0,1280,720,0,82.1588,44.7733,133.7,21.4449,138.723,24.7427,0,0,0,0,0,0,0
366,0,12,0,0,0,0,0,5,0,0,0,8,5,0,0,0,2,4,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084571,0.03342,0.143155,0.484228,0,0,0.11556,0.947802,0,0,0,0,1.2,0.2532,0.0235453,0.0995401,0,0,0,1280,720,0,88.4974,54.5589,136.806,6.07414,140.357,20.8068,0,0,0,0,0,0.829252,0
